Cod_Estab,measure_L,measure_M
04-13-3125-43,1.262,1.081
04-13-3125-43,1.262,0.526
04-13-0504-43,1.542,0.633
04-13-3125-43,-0.832,0.122
04-13-0504-43,1.859,0.526
04-13-0504-43,2.038,1.204
04-13-0504-43,1.908,0.433
04-13-0504-43,2.283,0.122
04-13-3125-43,-0.467,0.134
04-13-3125-43,0.885,-0.146
04-13-3125-43,-0.042,-0.59
04-13-0504-43,1.908,0.633
04-13-3125-43,-0.042,0.12
04-13-2726-43,-0.042,0.394
04-13-0504-43,1.595,1.782
04-13-3125-43,0.83,0.254
14-14-0590-43,-0.467,-4.614
14-14-3549-43,0.075,-0.611
14-14-0590-43,-0.162,-0.743
14-14-0590-43,-0.752,-1.561
14-14-0590-43,-0.545,-0.59
14-14-3549-43,-0.545,-1.031
14-14-0590-43,-0.042,-1.235
14-14-3549-43,-2.518,-2.66
14-14-0013-43,-2.163,-1.836
14-14-0590-43,-0.042,-0.847
14-14-0590-43,-0.605,-1.235
14-14-0590-43,-0.162,-4.579
14-14-0590-43,-0.335,-1.109
14-14-0590-43,-0.605,-0.014
14-14-0013-43,-0.467,-1.176
14-14-0590-43,0.147,-0.743
14-14-0590-43,-0.087,-1.098
14-14-0590-43,-0.285,-1.41
14-14-0590-43,-0.285,-0.014
14-14-3549-43,-0.911,0.128
07-09-0259-43,0.305,-0.147
07-09-0004-43,0.715,0.396
07-09-0259-43,0.147,-0.519
07-09-0004-43,0.601,-0.154
07-09-0259-43,-0.335,-1.117
07-09-0257-43,-0.285,-0.279
07-09-0257-43,0.42,-0.299
07-09-0257-43,0.375,0.249
07-09-0257-43,-0.087,0.656
07-09-0257-43,-0.209,-1.466
07-09-0257-43,0.375,0.515
07-09-0259-43,0.031,-0.426
07-09-0004-43,1.068,1.057
07-09-0257-43,0.305,-0.146
07-09-0259-43,-0.467,-0.59
07-09-0004-43,0.075,-2.072
07-09-0004-43,1.007,0.265
07-09-0004-43,0.305,0.177
07-09-0004-43,0.147,-0.012
07-09-0259-43,-0.285,-1.031
07-09-0259-43,0.075,-0.783
07-09-0257-43,0.191,-0.677
07-09-0257-43,-0.162,0.396
07-09-0257-43,0.191,0.12
07-09-0259-43,0.766,-0.288
07-09-0259-43,0.534,-0.279
07-09-0257-43,-0.087,-0.288
07-09-0257-43,0.488,0.378
07-09-0257-43,0.534,-2.601
07-09-0004-43,0.031,-0.007
07-09-0259-43,-0.832,-0.299
07-09-0004-43,1.068,0.816
07-09-0257-43,0.766,0.177
07-09-0259-43,0.075,-0.226
07-09-0257-43,0.488,0.907
07-09-0259-43,-0.605,-1.098
07-09-0259-43,0.488,-0.969
07-09-0004-43,0.649,0.249
07-09-0259-43,0.885,-0.59
07-09-0257-43,-0.467,0.0
07-09-0259-43,-0.605,-0.783
07-09-0259-43,-0.605,-1.303
07-09-0257-43,0.948,1.51
07-09-0004-43,-0.285,0.515
07-09-0257-43,1.007,0.515
07-09-0004-43,0.601,-0.007
07-09-0004-43,0.42,0.525
07-09-0257-43,-0.832,-1.561
07-09-0004-43,0.766,-0.014
07-09-0257-43,2.085,1.204
07-09-0259-43,-0.467,-0.426
11-06-0151-43,-0.335,-0.369
11-06-0151-43,-2.604,-0.783
11-06-0151-43,-1.276,-0.928
11-06-0172-43,0.191,0.122
11-06-0168-43,0.766,-0.743
11-06-0168-43,-0.467,-2.632
11-06-0151-43,-0.911,-1.561
11-06-0172-43,0.262,0.656
11-06-0172-43,0.488,0.249
11-06-0168-43,1.908,0.177
11-06-0151-43,1.068,-0.45
11-06-0172-43,0.305,0.254
11-06-0172-43,-0.087,-0.147
11-06-0151-43,-0.545,-0.012
11-06-0168-43,1.32,1.057
11-06-0168-43,-0.087,0.12
11-06-0172-43,0.262,0.907
11-06-0172-43,0.42,-0.147
11-06-0172-43,0.305,0.921
11-06-0151-43,0.649,0.128
11-06-0172-43,-0.467,0.525
11-06-0151-43,1.542,0.254
11-06-0172-43,0.031,0.394
11-06-0168-43,1.859,1.51
11-06-0172-43,0.147,0.688
11-06-0172-43,0.649,0.261
11-06-0168-43,-0.752,-0.43
11-06-0168-43,-0.335,-0.299
11-06-0168-43,-0.412,-1.685
11-06-0172-43,0.262,0.56
11-06-0172-43,-0.412,-0.279
11-06-0151-43,1.007,-0.519
11-06-0151-43,0.031,-0.741
11-06-0168-43,0.075,-1.325
11-06-0172-43,0.885,0.688
11-06-0172-43,0.42,-0.286
11-06-0168-43,-0.162,0.128
11-06-0172-43,1.454,0.775
11-06-0168-43,0.305,0.378
11-06-0168-43,0.305,0.177
11-06-0151-43,0.191,-1.109
11-06-0151-43,1.068,-0.279
11-06-0172-43,-0.042,-0.007
08-04-0174-43,0.191,0.305
08-04-0176-43,0.147,-0.918
08-04-0174-43,-0.285,-2.072
08-04-0015-43,0.031,0.122
08-04-0176-43,1.007,0.305
08-04-0174-43,-0.752,-2.191
08-04-0015-43,-0.087,-0.138
08-04-0015-43,-1.165,-0.43
08-04-0174-43,0.191,-0.014
08-04-0174-43,-0.209,0.128
08-04-0015-43,-0.545,-1.109
08-04-0174-43,-0.209,-0.154
08-04-0176-43,0.885,0.656
08-04-0176-43,0.715,0.515
08-04-0176-43,0.031,0.394
08-04-0176-43,-0.335,-0.369
08-04-0174-43,0.031,-1.536
08-04-0176-43,0.948,0.505
08-04-0176-43,-0.087,0.122
08-04-0176-43,-0.042,0.12
08-04-0015-43,0.42,-0.279
08-04-0176-43,0.42,0.261
08-04-0015-43,1.262,0.79
08-04-0174-43,-0.684,-0.912
08-04-0015-43,0.031,-0.58
08-04-0015-43,1.454,0.12
08-04-0174-43,-0.335,-0.088
08-04-0176-43,0.075,0.122
08-04-0174-43,0.031,-0.147
08-04-0176-43,0.262,0.12
08-04-0015-43,0.375,-0.581
08-04-0015-43,-0.467,-0.226
08-04-0015-43,0.262,0.046
08-04-0176-43,-0.162,-0.088
08-04-0174-43,-0.335,-0.519
08-04-0174-43,0.031,-0.088
08-04-0015-43,-0.467,0.128
08-04-0174-43,0.42,0.265
08-04-0176-43,-0.162,-0.426
08-04-0015-43,0.766,-0.012
08-04-0174-43,0.948,0.775
08-04-0015-43,0.885,0.046
08-04-0015-43,-0.285,-1.176
08-04-0015-43,0.262,-0.288
08-04-0015-43,0.766,0.254
08-04-0176-43,0.262,0.657
08-04-0176-43,-0.162,-0.45
08-04-0015-43,0.191,-0.519
08-04-0176-43,0.191,-0.012
08-04-0015-43,0.42,0.261
08-04-0176-43,0.42,0.128
08-04-0176-43,0.715,-0.226
08-04-0176-43,0.488,0.265
08-04-0174-43,0.191,0.254
08-04-0174-43,0.305,0.134
08-04-0015-43,0.83,-0.299
08-04-0174-43,-0.162,-0.59
08-04-0174-43,-0.467,-0.59
08-04-0174-43,-0.285,-1.561
08-04-0015-43,-0.467,-0.847
08-04-0015-43,-1.579,-0.741
08-04-0174-43,-0.991,-0.012
08-04-0176-43,-0.209,0.657
08-04-0174-43,0.031,-0.58
03-15-0207-43,1.694,0.433
03-15-0207-43,1.32,0.396
03-15-0207-43,-0.042,-0.369
03-15-0204-43,0.601,0.122
03-15-0208-43,0.075,-0.146
03-15-0207-43,0.42,-0.58
03-15-0208-43,0.375,0.645
03-15-0207-43,1.007,0.385
03-15-0207-43,1.262,0.907
03-15-0204-43,1.191,1.307
03-15-0207-43,0.191,0.261
03-15-0204-43,1.191,0.657
03-15-0204-43,1.262,1.057
03-15-0204-43,0.885,0.657
03-15-0207-43,0.601,0.656
03-15-0204-43,0.649,0.378
03-15-0204-43,0.83,0.816
03-15-0207-43,2.038,0.79
03-15-0207-43,0.766,0.12
03-15-0204-43,0.262,0.525
03-15-0204-43,0.766,0.688
03-15-0207-43,1.068,0.433
03-15-0204-43,0.534,0.305
03-15-0208-43,-1.276,-0.58
03-15-0207-43,1.859,0.0
03-15-0204-43,0.147,1.456
03-15-0208-43,-0.832,0.122
03-15-0204-43,0.534,1.165
03-15-0207-43,2.509,0.378
03-15-0204-43,0.766,0.657
03-15-0207-43,2.085,0.515
03-15-0207-43,0.601,-0.783
03-15-0204-43,1.191,0.254
03-15-0208-43,0.375,-0.146
03-15-0208-43,1.859,1.826
03-15-0207-43,0.191,0.378
03-15-0204-43,2.283,0.921
03-15-0207-43,1.454,-0.754
03-15-0204-43,1.398,0.56
03-15-0208-43,1.746,1.165
03-15-0204-43,2.775,1.342
03-15-0208-43,0.766,0.56
03-15-0207-43,0.83,0.261
03-15-0204-43,1.694,1.041
03-15-0204-43,2.775,2.228
03-15-0207-43,1.454,-0.088
03-15-0204-43,1.542,-0.426
03-15-0204-43,1.746,0.921
03-15-0207-43,1.746,0.394
03-15-0204-43,-0.335,0.688
03-15-0204-43,2.283,1.307
03-15-0204-43,0.885,0.645
03-15-0207-43,0.375,-0.286
03-15-0207-43,0.766,-0.014
03-15-0204-43,0.885,-0.154
13-24-1066-43,-0.042,-0.436
13-24-1066-43,0.766,0.261
13-24-1066-43,2.775,-0.146
13-24-1066-43,-0.209,0.128
13-24-1066-43,1.694,-0.147
13-24-1068-43,-0.335,-1.109
13-24-1068-43,0.375,-2.601
13-24-1066-43,-0.335,-0.847
13-24-1066-43,1.262,0.688
13-24-1066-43,1.398,-0.154
13-24-1066-43,0.147,-0.581
13-24-1066-43,-0.162,0.396
13-24-1066-43,0.885,-0.369
13-24-1068-43,-0.209,-0.088
13-24-1068-43,-0.412,-0.918
13-24-1066-43,0.075,0.122
13-24-1066-43,0.534,0.12
13-24-1068-43,-0.209,0.128
13-24-1068-43,-0.684,-0.299
13-24-1066-43,-0.209,-0.138
13-24-1068-43,-0.335,-0.45
13-24-1066-43,-0.209,-0.138
13-24-1068-43,0.305,-0.677
13-24-1066-43,-0.605,0.515
13-24-1068-43,-0.467,-0.007
13-24-1068-43,0.649,-1.836
13-24-0005-43,0.488,-0.426
13-24-1066-43,-1.165,-0.226
13-24-0005-43,-1.359,-1.32
13-24-1068-43,-0.832,-0.581
13-24-1066-43,-0.285,-0.299
13-24-1066-43,0.715,0.249
13-24-1066-43,-0.285,0.396
13-24-1068-43,-0.832,-0.783
13-24-0005-43,-1.359,-0.847
13-24-0005-43,-0.605,-1.176
13-24-1066-43,1.191,0.177
13-24-0005-43,-0.684,-1.176
13-24-1068-43,-0.209,0.134
13-24-0005-43,-0.209,-0.279
13-24-0005-43,0.147,-0.012
13-24-0005-43,-1.359,-0.43
13-24-1066-43,0.948,0.128
13-24-0005-43,-0.832,-1.117
13-24-1066-43,-0.087,0.122
13-24-1068-43,1.007,-1.235
13-24-0005-43,0.305,0.122
13-24-1066-43,1.068,0.656
13-24-0005-43,-0.209,-0.007
13-24-0005-43,-0.087,-1.235
13-24-0005-43,-1.839,-0.43
13-24-0005-43,-0.209,-1.325
14-08-0311-43,-0.991,0.0
14-08-0311-43,-0.412,-0.369
14-08-0001-43,0.147,0.265
14-08-0001-43,-0.042,0.265
14-08-0311-43,0.715,0.249
14-08-0311-43,-0.911,0.657
14-08-0311-43,-0.042,-0.012
14-08-0311-43,0.42,0.249
14-08-0319-43,-0.042,-0.154
14-08-0001-43,0.262,0.046
14-08-0311-43,-0.285,0.261
14-08-0311-43,1.191,0.385
14-08-0311-43,0.885,0.525
14-08-0001-43,-0.605,-0.43
14-08-0319-43,-0.412,-0.426
14-08-0311-43,-1.276,0.79
14-08-0001-43,-0.684,-0.226
14-08-0001-43,0.191,-1.685
14-08-0319-43,-0.752,-0.154
14-08-0001-43,-0.042,-1.117
14-08-0311-43,-1.839,-0.611
14-08-0311-43,-1.276,0.254
14-08-0311-43,0.191,-0.279
14-08-0311-43,-0.087,-0.581
14-08-0001-43,0.147,0.385
14-08-0311-43,-0.545,0.305
14-08-0311-43,0.375,0.396
14-08-0319-43,-0.335,-0.279
14-08-0311-43,-0.911,-0.226
14-08-0311-43,-0.605,-0.369
14-08-0311-43,-0.832,0.79
14-08-0319-43,-0.752,0.12
14-08-0319-43,-0.162,-0.436
14-08-0311-43,-0.605,0.12
14-08-0311-43,-1.359,0.122
14-08-0319-43,0.262,-0.146
14-08-0319-43,0.305,0.046
14-08-0311-43,-0.087,-0.138
14-08-0319-43,-0.605,0.56
02-08-0222-43,0.601,0.0
02-08-0222-43,0.147,-0.012
02-08-0222-43,1.454,0.122
02-08-0219-43,-0.042,0.525
02-08-0222-43,1.068,0.921
02-08-0222-43,2.466,1.204
02-08-0222-43,1.542,0.787
02-08-0210-43,0.534,0.925
02-08-0219-43,0.649,0.0
02-08-0210-43,1.746,0.657
02-08-0219-43,0.649,-0.286
02-08-0222-43,1.542,0.787
02-08-0210-43,0.031,0.122
02-08-0210-43,1.746,1.307
02-08-0219-43,1.694,0.134
02-08-0219-43,2.775,2.996
02-08-0219-43,0.83,0.305
02-08-0219-43,2.283,0.947
02-08-0219-43,0.147,0.775
02-08-0222-43,0.42,0.816
02-08-0222-43,0.031,0.128
02-08-0219-43,1.694,2.224
02-08-0222-43,-0.467,0.305
02-08-0222-43,-0.209,-0.754
02-08-0219-43,1.908,0.0
02-08-0219-43,1.191,0.128
02-08-0222-43,1.068,0.947
02-08-0222-43,1.262,0.947
02-08-0222-43,0.649,0.775
02-08-0219-43,1.262,1.041
02-08-0219-43,-0.162,-0.288
02-08-0222-43,1.068,0.385
02-08-0219-43,1.859,1.503
02-08-0219-43,0.305,0.249
02-08-0210-43,1.398,0.177
02-08-0219-43,0.191,-0.783
02-08-0210-43,1.068,0.0
02-08-0219-43,0.534,0.254
02-08-0222-43,1.694,-0.012
02-08-0219-43,-0.209,0.122
02-08-0219-43,0.715,0.633
02-08-0219-43,-0.285,-0.743
02-08-0222-43,0.488,0.763
02-08-0222-43,0.42,0.645
02-08-0219-43,0.147,0.134
02-08-0219-43,-0.162,-0.286
02-08-0219-43,0.147,-0.288
02-08-0219-43,1.859,0.177
02-08-0219-43,-0.209,0.385
02-08-0219-43,2.283,1.35
02-08-0210-43,0.885,0.122
02-08-0222-43,1.542,0.505
02-08-0219-43,0.031,-0.286
02-08-0219-43,1.746,2.454
02-08-0222-43,0.885,-0.146
02-08-0222-43,2.038,1.322
02-08-0219-43,0.147,-0.279
02-08-0219-43,-0.412,0.046
02-08-0222-43,0.147,0.921
07-12-0297-43,0.601,0.645
07-12-0305-43,-0.285,0.177
07-12-0297-43,-0.752,-0.012
07-12-0305-43,0.766,0.385
07-12-0299-43,0.948,0.525
07-12-0305-43,0.534,-0.226
07-12-0305-43,-0.911,0.046
07-12-0299-43,0.075,0.396
07-12-0297-43,1.542,0.688
07-12-0305-43,-0.042,0.12
07-12-0299-43,2.283,1.027
07-12-0299-43,0.031,-0.58
07-12-0297-43,0.534,0.261
07-12-0305-43,0.649,1.179
07-12-0299-43,-0.832,-0.43
07-12-0305-43,-0.162,0.385
07-12-0305-43,-0.605,-0.741
07-12-0305-43,0.766,0.633
07-12-0299-43,-0.911,-0.426
07-12-0305-43,-0.285,-2.632
07-12-0305-43,0.601,1.057
07-12-0297-43,1.595,0.763
07-12-0297-43,0.031,-0.138
07-12-0305-43,0.262,0.925
07-12-0299-43,-0.087,-0.014
07-12-0299-43,0.42,0.656
07-12-0299-43,0.262,1.081
07-12-0299-43,-1.717,-0.007
07-12-0299-43,2.238,3.511
07-12-0305-43,1.746,2.219
07-12-0299-43,-0.991,0.122
07-12-0299-43,0.885,0.305
07-12-0297-43,-0.162,-0.146
07-12-0297-43,0.42,0.305
07-12-0305-43,0.375,0.79
07-12-0305-43,-0.545,0.921
07-12-0305-43,1.746,0.816
07-12-0297-43,0.147,0.265
07-12-0305-43,0.83,0.515
07-12-0305-43,1.132,1.062
07-12-0305-43,-0.467,1.322
07-12-0305-43,1.068,-0.288
07-12-0297-43,0.488,-0.288
07-12-0305-43,2.466,0.921
07-12-0297-43,-0.545,-0.299
07-12-0299-43,-1.165,0.261
07-12-0299-43,0.031,0.254
07-12-0299-43,0.601,1.204
07-12-0299-43,0.601,1.837
07-12-0299-43,0.649,1.165
07-12-0299-43,-0.684,-0.014
07-12-0299-43,0.305,0.128
07-12-0305-43,0.031,0.12
07-12-0299-43,3.554,0.893
12-03-0126-43,1.746,0.265
12-03-0126-43,-0.087,-0.288
12-03-0126-43,-0.285,-0.43
12-03-0126-43,0.191,-0.519
12-03-0127-43,1.908,0.657
12-03-0123-43,0.766,-0.146
12-03-0127-43,0.488,0.385
12-03-0123-43,-0.832,-0.743
12-03-0123-43,0.488,0.0
12-03-0127-43,0.075,0.921
12-03-0123-43,-0.412,-2.146
12-03-0127-43,-0.042,-0.014
12-03-0127-43,-0.162,0.385
12-03-0126-43,0.534,-0.928
12-03-0123-43,-0.209,-0.754
12-03-0123-43,-0.412,0.134
12-03-0126-43,0.83,-0.677
12-03-0127-43,-0.285,0.525
12-03-0126-43,0.83,-1.303
12-03-0123-43,0.305,-0.783
12-03-0126-43,1.132,1.027
12-03-0123-43,-0.605,-0.519
12-03-0127-43,0.375,0.0
12-03-0127-43,-0.209,0.505
12-03-0123-43,-0.335,-0.611
12-03-0126-43,0.948,-0.299
12-03-0126-43,0.191,0.261
12-03-0123-43,-0.684,-0.741
12-03-0126-43,-0.087,0.249
12-03-0123-43,1.068,-0.581
12-03-0127-43,1.191,1.218
12-03-0123-43,-0.467,-0.741
12-03-0126-43,0.766,0.134
12-03-0123-43,-0.467,-0.611
12-03-0126-43,-0.412,-0.58
12-03-0126-43,1.132,1.179
12-03-0126-43,3.105,1.041
12-03-0123-43,-0.162,-1.561
12-03-0123-43,-0.335,-0.279
12-03-0123-43,-0.335,-1.117
12-03-0126-43,-0.209,-0.436
12-03-0126-43,1.746,0.177
12-03-0127-43,1.007,0.046
12-03-0126-43,-0.832,0.305
12-03-0126-43,0.885,1.322
12-03-0126-43,0.262,0.0
12-03-0123-43,-0.412,-0.677
12-03-0123-43,-0.285,-0.088
12-03-0123-43,0.191,-0.783
12-03-0127-43,0.375,0.265
12-03-0127-43,1.694,0.893
12-03-0123-43,-0.911,-0.088
12-03-0127-43,0.83,0.394
12-03-0123-43,-0.605,-2.632
10-10-0862-43,0.031,-0.677
10-10-0014-43,0.885,0.265
10-10-0017-43,1.007,0.763
10-10-0014-43,0.305,-0.286
10-10-0017-43,0.948,-0.436
10-10-0017-43,0.766,-0.369
10-10-0862-43,0.488,-0.154
10-10-0014-43,-0.285,-0.677
10-10-0014-43,1.068,-0.007
10-10-0014-43,0.262,-0.288
10-10-0017-43,0.147,0.525
10-10-0017-43,1.542,0.378
10-10-0017-43,0.42,0.657
10-10-0862-43,-0.162,-1.176
10-10-0014-43,0.649,0.921
10-10-0862-43,0.031,0.249
10-10-0862-43,-0.209,0.385
10-10-0862-43,0.885,0.046
10-10-0017-43,-0.832,-1.56
10-10-0017-43,-0.042,-0.519
10-10-0014-43,1.132,0.378
10-10-0017-43,-0.087,0.505
10-10-0017-43,-0.042,-0.45
10-10-0862-43,1.398,0.134
10-10-0862-43,-0.285,0.177
10-10-0014-43,1.191,0.134
10-10-0017-43,0.948,-0.783
10-10-0014-43,1.32,1.062
10-10-0014-43,0.715,0.254
10-10-0014-43,-0.162,-0.014
10-10-0014-43,-0.285,-0.928
10-10-0017-43,-0.335,-1.098
10-10-0017-43,-0.285,-0.611
10-10-0862-43,0.601,0.249
10-10-0017-43,1.068,-0.743
10-10-0017-43,1.068,0.265
10-10-0017-43,0.534,-0.226
10-10-0017-43,-0.545,-0.743
10-10-0862-43,-0.412,0.12
10-10-0014-43,-0.545,-0.928
10-10-0017-43,0.42,-0.288
10-10-0014-43,-0.087,0.12
10-10-0014-43,1.007,-0.369
10-10-0014-43,1.908,-0.369
10-10-0014-43,-0.605,-1.41
10-10-0862-43,0.375,-0.43
10-10-0014-43,0.262,-0.581
10-10-0017-43,0.715,0.378
10-10-0862-43,0.147,-0.677
10-10-0862-43,0.42,-0.611
10-10-0017-43,0.262,0.79
10-10-0862-43,1.191,-0.58
10-10-0014-43,-0.087,0.046
10-10-0862-43,0.031,0.656
10-10-0862-43,0.191,-0.007
10-10-0862-43,0.534,-0.436
10-10-0862-43,0.191,-0.426
10-10-0862-43,0.83,0.396
10-10-0862-43,-0.042,-0.012
10-10-0017-43,2.466,-0.43
10-10-0014-43,-1.496,-2.632
10-10-0017-43,1.191,0.254
10-10-0014-43,-1.579,-0.45
10-10-0862-43,-0.042,-0.847
10-10-0017-43,-0.087,-0.918
10-10-0014-43,-0.087,-0.012
10-10-0017-43,0.375,-0.847
10-10-0014-43,-0.991,-0.154
10-10-0017-43,-0.412,-1.41
10-10-0017-43,1.068,0.947
10-10-0862-43,0.031,-0.288
10-10-0014-43,0.83,0.265
10-10-0862-43,0.375,0.657
10-10-0014-43,-0.467,-1.56
10-10-0017-43,1.262,-0.288
10-10-0014-43,-0.991,-0.847
10-10-0014-43,0.191,-0.299
08-08-0392-43,-0.545,-0.088
08-08-0392-43,0.305,0.526
08-08-0392-43,-0.467,0.122
08-08-0392-43,0.488,-0.088
08-08-0392-43,1.007,0.79
08-08-0399-43,-0.412,-1.41
08-08-0392-43,-0.412,-0.741
08-08-0392-43,1.068,1.062
08-08-0392-43,-0.042,-0.436
08-08-0392-43,2.038,1.503
08-08-0399-43,-0.087,-1.32
08-08-0392-43,0.191,-0.088
08-08-0392-43,0.147,-1.031
08-08-0392-43,2.509,0.394
08-08-0399-43,-0.412,-0.59
08-08-0399-43,0.147,-1.031
08-08-0392-43,0.948,-0.014
08-08-0392-43,-0.285,-0.45
08-08-0392-43,1.542,0.921
08-08-0392-43,-0.162,-0.147
08-08-0011-43,0.305,-0.741
08-08-0392-43,2.466,1.179
08-08-0399-43,-0.605,-0.43
08-08-0392-43,0.147,-0.436
08-08-0392-43,0.191,-0.088
08-08-0399-43,-0.162,-0.677
08-08-0392-43,-1.276,1.027
08-08-0392-43,-0.467,-1.536
08-08-0399-43,-0.991,-0.147
08-08-0011-43,-0.605,-2.632
08-08-0392-43,1.398,0.378
08-08-0399-43,-1.276,-0.754
08-08-0399-43,-0.209,-0.783
08-08-0392-43,4.291,1.197
08-08-0392-43,0.147,-0.426
08-08-0392-43,0.534,0.254
08-08-0399-43,0.191,-0.918
08-08-0011-43,0.031,-1.737
08-08-0392-43,0.147,-0.743
08-08-0011-43,-0.042,-2.191
08-08-0392-43,1.32,1.307
14-17-0691-43,-0.752,-0.519
14-17-0691-43,-0.042,-0.783
14-17-0686-43,0.031,0.046
14-17-0686-43,0.83,0.261
14-17-0686-43,0.147,-0.45
14-17-0691-43,-0.752,-1.109
14-17-0691-43,-2.078,-3.342
14-17-0686-43,-0.087,-0.279
14-17-0686-43,0.305,0.254
14-17-0686-43,0.885,-0.007
14-17-0686-43,-0.335,0.0
14-17-0686-43,2.038,0.433
14-17-0686-43,0.948,-0.226
14-17-0686-43,2.038,0.505
14-17-0691-43,-1.276,0.0
14-17-0686-43,1.859,-0.012
14-17-0691-43,-0.162,-1.536
14-17-0691-43,-0.991,-0.918
14-17-0691-43,-0.162,-3.226
14-17-0691-43,-0.605,-0.014
14-17-0686-43,1.454,-0.154
14-17-0691-43,-0.162,-1.466
14-17-0004-43,0.031,0.816
14-17-0686-43,0.649,-0.279
14-17-0686-43,-0.684,0.657
14-17-0686-43,0.601,1.027
14-17-0686-43,0.305,-0.918
14-17-0691-43,-0.752,-0.369
14-17-0686-43,-0.911,-0.146
14-17-0686-43,1.746,0.526
14-17-0686-43,0.766,0.505
14-17-0686-43,-1.165,0.254
14-17-0686-43,-0.087,0.657
14-17-0686-43,0.305,0.254
14-17-0686-43,0.649,-0.154
14-17-0691-43,-0.285,-1.098
14-17-0691-43,-0.605,-2.024
14-17-0691-43,-1.084,0.305
14-17-0691-43,-1.276,-3.342
14-17-0691-43,-0.209,-1.325
14-17-0686-43,-0.335,0.378
14-17-0686-43,-0.209,0.688
14-17-0686-43,-0.467,-1.56
14-17-0686-43,-0.412,-0.677
14-17-0686-43,-0.042,0.177
14-17-0691-43,-0.162,-1.737
14-17-0686-43,-0.087,0.12
14-17-0691-43,-0.832,-0.436
14-17-0686-43,2.238,0.128
14-17-0691-43,-0.042,-0.279
14-17-0686-43,-0.087,-0.154
14-17-0686-43,-0.467,0.261
14-17-0004-43,-0.162,-0.154
14-17-0691-43,-0.087,-0.146
14-17-0691-43,-0.285,-0.426
14-17-0691-43,-0.752,-4.614
14-17-0004-43,-0.335,-1.109
14-17-0691-43,-0.832,-1.561
14-17-0691-43,-0.412,0.249
14-17-0004-43,-0.545,0.046
14-17-0691-43,-0.605,-1.098
14-17-0691-43,-0.832,-1.117
14-17-0004-43,0.42,-0.012
14-17-0686-43,0.766,-0.743
14-17-0691-43,-1.755,-1.32
14-17-0691-43,0.488,-1.176
14-17-0004-43,0.375,0.261
14-17-0691-43,-0.991,-1.737
14-17-0691-43,-0.285,-1.176
03-07-0132-43,3.068,1.041
03-07-0132-43,0.262,-0.928
03-07-0132-43,0.766,1.471
03-07-0132-43,1.542,0.907
03-07-0132-43,1.068,0.525
03-07-0132-43,1.746,0.763
03-07-0132-43,1.542,1.027
03-07-0132-43,0.715,0.0
03-07-0132-43,0.601,-0.154
03-07-0132-43,0.534,0.396
03-07-0132-43,1.191,0.921
03-07-0132-43,0.191,1.836
03-07-0132-43,2.238,0.261
03-07-0132-43,0.601,0.433
03-07-0132-43,2.283,1.062
03-07-0132-43,1.908,1.041
03-07-0132-43,2.466,1.081
03-07-0132-43,1.542,-0.088
03-07-0132-43,1.132,-0.912
03-07-0132-43,1.32,0.947
03-07-0132-43,0.147,0.12
03-07-0132-43,1.32,2.013
03-07-0132-43,1.542,0.787
17-03-0449-43,1.595,-0.611
17-03-0449-43,0.031,0.249
17-03-3829-43,1.746,-0.286
17-03-0449-43,-0.605,0.254
17-03-0449-43,-0.467,-0.912
17-03-0057-43,-0.285,0.254
17-03-0449-43,1.132,0.433
17-03-3829-43,0.715,0.177
17-03-0449-43,0.534,0.0
17-03-0057-43,0.601,-0.226
17-03-3829-43,1.454,1.35
17-03-0057-43,1.191,0.775
17-03-0449-43,-0.209,0.394
17-03-0449-43,0.075,-1.536
17-03-0449-43,1.32,0.787
17-03-0449-43,0.534,0.433
17-03-0449-43,0.42,-0.611
17-03-0449-43,-0.285,0.925
17-03-3829-43,1.694,1.062
17-03-0449-43,1.132,0.775
17-03-3829-43,1.068,0.134
17-03-0057-43,0.488,0.261
17-03-0449-43,0.262,-0.677
17-03-0057-43,0.83,0.893
17-03-3829-43,2.038,1.471
17-03-0057-43,0.649,0.261
17-03-3829-43,1.694,0.56
17-03-0449-43,0.147,-1.109
17-03-0449-43,-0.087,0.177
17-03-0449-43,3.52,0.79
17-03-0449-43,-0.209,-1.836
17-03-3829-43,0.147,1.35
17-03-0449-43,0.715,-0.969
17-03-0057-43,0.885,-0.088
17-03-0057-43,-0.087,0.134
17-03-0057-43,-0.042,0.122
17-03-3829-43,1.262,-0.279
17-03-0449-43,2.038,1.081
17-03-3829-43,4.259,
17-03-3829-43,0.375,0.633
17-03-3829-43,1.262,1.471
17-03-3829-43,1.007,1.361
17-03-0449-43,0.42,0.385
17-03-0449-43,1.32,1.613
17-03-3829-43,0.375,0.787
17-03-0449-43,-0.467,0.128
17-03-0449-43,0.191,-0.754
17-03-0449-43,0.42,-0.012
17-03-3829-43,0.262,0.254
17-03-3829-43,1.262,0.893
17-03-0449-43,1.694,1.057
17-03-0057-43,-0.412,0.265
17-03-0449-43,0.766,0.526
17-03-0449-43,-0.605,-0.279
17-03-0057-43,-0.042,0.12
10-04-0154-43,1.068,1.027
10-04-0008-43,0.885,0.645
10-04-0154-43,0.601,0.816
10-04-0008-43,0.262,0.134
10-04-0154-43,1.32,0.526
10-04-0007-43,-0.209,-0.014
10-04-0007-43,0.375,-0.369
10-04-0007-43,0.885,-0.146
10-04-0008-43,0.031,-0.912
10-04-0154-43,0.488,0.396
